ConsecutivoOP,ConsecPedido,Cliente,NombCliente,Producto,NombProducto,FechElab,Proceso,Version,FechEntregaPdcc,FechEntregaClte,OCCliente,QtyRequerida,Actividad,QtyControl,RecMAQ,RecHOM,SecAct,FechEstInicil,estado,TipoConsecutivo,Fecha de visita,Empresa,Planta,País,Ciudad,Tipo de equipo,Orden de compra,Pedido N°,Fecha de instalación de la cadena,Material,Referencia equipo,Causa de desgaste,"Si escogió otros, cuál?",Escoja el desgaste donde se presenta,Tipo de cadena,Referencia cadena,Medida referencia de control desgaste nueva en mm (CADENA),Medida referencia control de desgaste actual en mm (CADENA),Porcentaje de elongación actual % (CADENA),Porcentaje de elongación máx % (CADENA),Proyección en horas de operación restantes (H) (CADENA),Medida sin desgaste en mm (BUJE),Medida actual en mm1 (BUJE),Porcentaje de desgaste actual % (BUJE),Medida sin desgaste en mm1 (PASADOR),Medida actual en mm (PASADOR),Medida sin desgaste en mm2 (RODILLO),Medida actual en mm2 (RODILLO),Altura de la platina en mm,Medida actual de la platina en mm (PLATINA),Paso en mm,Cantidad de pasos (Muestra),"Recomendaciones

"
58246,24723,860009808,HOLCIM (COLOMBIA) S.A.,30351506A,BUJE ØE63.5XØI35.55X127.8,12/30/2019 18:41,30351506A,1,12/14/2019 0:00,01/08/2020 00:00,4530307685,752,GRAN,0,GRANALLADORA,MECANIZADO,5,12/13/2019 0:00,FI,FBORP,7/27/2021,HOLCIM COLOMBIA,HOLCIM COLOMBIA - NOBSA,COLOMBIA,NOBSA,Elevador cangilones,4530307685,24723,7/27/2021,CLINKER,ELEVADOR DE CANGILONES 533-EC1,Medidas fuera de especificación,,Platina Interna;Pasador cadena,"CDNA FB 984 ADIT K443-C2-P7""",FB 984 ,,,,,,,,,,,,,,,,,
68005,27587,CAP821208LQ3,HOLCIM MEXICO OPERACIONES S.A. DE C.V,PD0001788C,PTNA INT 16X101.6X296,2/14/2022 15:38,PD0001788C,3,01/07/2022 00:00,2/16/2022 0:00,8400004593,732,PULI1,0,MOTO TOOL,ESMERILADO,5,01/06/2022 00:00,FI,FBORP,06/07/2024,HOLCIM,HERMOSILLO,MEXICO,HERMOSILLO,Elevador cangilones,8400004593,27587,05/04/2022,"PUZOLANA, CALIZA",ELEVADOR DE CANGILONES 563-EC1,Cavitación seca,MAL ESTADO RUEDA MOTRIZ Y TENSOR,Buje cadena,"CDNA ELEVADOR FB 994-K443-C2-P7""",FB 994,,,,,,,,,,,,,,2141,177.8,12,"Las dos condiciones que se mencionan dan paso a que el modulo bota se inunde de material y que los cangilones empiecen a dragar y se presente desgaste acelerado.   Si la bota se inunda de material seco la cadena tiene que pasar dentro de la cama de material. Si este material es fino, el material se introduce entre perno y buje y cuando la cadena se vuelve a cargar el material sale estrujado de la holgura. Esto produce el fenómeno que se llama cavitación seca. El perno y el buje muestran un desgaste acelerado aun en la capa endurecida. "
66732,27177,860009808,HOLCIM (COLOMBIA) S.A.,30179097C,PTNA CAB 10X57.4X205 ACOD-90°,10/30/2021 12:23,30179009C,4,10/21/2021 0:00,10/29/2021 0:00,4500556454,302,REVE,0,HORNO DE TT,TRATAMIENTOS TERMICOS,10,10/06/2021 00:00,FI,FBORP,07/07/2023,HOLCIM,,COLOMBIA,BOYACA,Elevador cangilones,4500556454,27177,10/12/2022,,612EC1,Desalineación,,Platina Externa,"CDNA FB-6830-K2-C2 P 6"" ",FB-683,,,,,,,,,,,,,,,152.4,,"Se ha detectado a la fecha 8 platinas fisuradas de las cuales el cliente reparo 6 con soldadura como se evidencia en las fotos arriba adjuntas. No se tiene certeza del procedimiento de soldadura usado por el cliente, y esto puede afectar la resistencia de las platinas. El desgaste del buje implica que se estaba trabajando en el tensor con sprocket y no con rueda lisa. Las ruedas lisas tensoras parecen estar recién instaladas, lo que quiere decir que el equipo había trabajado normalmente con el sprocket tensor viejo. Se sugiere que el cliente nos envíe las evidencias de montaje de los sprockets. Se observa desgaste lateral en platinas internas lo que indica que se estaba trabajando con sprocket y no con rueda lisa, sumado a la desalineación total del equipo respecto a la carcasa de todo el elevador. Se adjunta informe anterior donde se recomienda todo el tema de desalineación."
68006,27587,CAP821208LQ3,HOLCIM MEXICO OPERACIONES S.A. DE C.V,PD0001788D,PASADOR 44.45X41.15X198.7 PERF,2/14/2022 15:46,PD0001788D,3,01/07/2022 00:00,2/16/2022 0:00,8400004593,732,REVE1,0,HORNO DE TT A GAS PREMAC,TRATAMIENTOS TERMICOS,6,01/06/2022 00:00,FI,FBORP,06/07/2024,HOLCIM,HERMOSILLO,MEXICO,HERMOSILLO,Elevador cangilones,8400004593,27587,05/04/2022,"PUZOLANA, CALIZA",ELEVADOR DE CANGILONES 563-EC1,Cavitación seca,MAL ESTADO RUEDA MOTRIZ Y TENSOR,Buje cadena,"CDNA ELEVADOR FB 994-K443-C2-P7""",FB 994,,,,,,,,,40.4,39.9,,,,,,,"Las dos condiciones que se mencionan dan paso a que el modulo bota se inunde de material y que los cangilones empiecen a dragar y se presente desgaste acelerado.   Si la bota se inunda de material seco la cadena tiene que pasar dentro de la cama de material. Si este material es fino, el material se introduce entre perno y buje y cuando la cadena se vuelve a cargar el material sale estrujado de la holgura. Esto produce el fenómeno que se llama cavitación seca. El perno y el buje muestran un desgaste acelerado aun en la capa endurecida. "
77465,30020,CAP821208LQ3,HOLCIM MEXICO OPERACIONES S.A. DE C.V,30391261C,PASADOR 38.1X35.8X199 PERF,10/20/2023 8:11,30391261C,1,,7/27/2023 0:00,8400005594,378,TEMP,0,HORNOS DE INDUCCIÓN,TRATAMIENTOS TERMICOS,6,7/28/2023 0:00,FI,FBORP,03/10/2023,HOLCIM,TECOMÁN,MEXICO,COLIMA,Elevador cangilones,8400005594,30020,,CEMENTO,ELEVADOR 552EC1,Cavitación seca,,Buje cadena,"CDNA ELEVADOR FB 984-K443-C2-P7""",FB 984,,,,,,,,,,,,,,,,,"Se recomienda realizar seguimiento del material acumulado en la bota, durante la inspección de los elevadores se observa gran cantidad de material acumulado en estos módulos. Un alto nivel de material en el módulo tensor se traduce a un desgaste acelerado de los componentes (cadena, cangilones)."
63177,26033,891300241,MANUELITA S.A,1ACI000008,"CDNA FB 2648-P12""-T0",2/26/2021 18:07,1ACI000008,1,01/12/2021 00:00,02/12/2021 00:00,3300190163:,202,PINA,0,BANCO DE TRABAJO ENSAMBLE,FORJADO,5,12/17/2020 0:00,FI,FBORP,5/30/2023,INGENIO MANUELITA,COLOMBIA,COLOMBIA,CALI,Tansportador de tablilla,3300190163,26033,,CAÑA,CONDUCTOR DE CAÑA,,Tiempo de uso,N/A;Pasador cadena,"CDNA FB 2648-P12""",FB 2648,304.8,1524,1.77,2.1,,,,,,,,,,,,,"La silla platina es el elemento más deteriorado de la cadena, el cual se ha estado fisurando en la parte lateral donde se presenta las perforaciones  Ingenio manuelita colocó una lámina en forma de U para reforzar la silla platina y evitar el desprendimiento de esta.  La soldadura colocada entre el refuerzo y la silla platina presenta deterioro en algunos elementos."
63297,25961,890100251,CEMENTOS ARGOS S.A.,7100010-104F,RODILLO ØE50.85XØI34.55X57,2/25/2021 16:25,710010104F,1,,2/26/2021 0:00,4500851747,920,TEMP,0,HORNO DE TT,TRATAMIENTOS TERMICOS,3,12/29/2020 0:00,FI,FBORP,3/15/2023,ARGOS,PAZ DEL RIO,COLOMBIA,SOGAMOSO,Elevador cangilones,4500851747,25961,04/03/2021,HARINA CRUDA,SUBAKI BS450 HT ,Ruptura,,Platina Externa,CDNA ELEV FB 26200-G4-C2-P200,FB 26200,,,,,,,,,,,,,,,,,"La inspección de la cadena del elevador se realizó en el módulo motriz, módulo tensor y por la compuerta de un módulo intermedio y se giró la cadena en tres ocasiones y no se encontró platinas fisuradas, tornillos aflojados u algún otro elemento en mal estado salvo algunas tapas laterales de los cangilones dobladas hacia adentro"
67737,27553,900484906,PALMAR DE ALTAMIRA SAS,PD0001998-1C,PTNA PIN 12.7X64.5X221 ,1/27/2022 12:23,PD0019981C,1,12/30/2021 0:00,1/28/2022 0:00,"3300292911,,",33,PULI,0,ESMERILES,ESMERILADO,2,12/21/2021 0:00,FI,FBORP,9/23/2022,MANUELITA,PALMAR DE ALTAMIRA,COLOMBIA,CALI,Reclamador y apilador,,27553,1/21/2022,CAÑA,RECLAMADOR,Desalineación;Elongación prematura;Otros;Falta de lubricación;Ruptura,PITTING,Platina Interna;Rodillo;Pasador cadena,"CDNA FB2198-C6-P6""",FB2198,,,,,,,,,,,,,64.5,,152.4,4,"Rotura del pasador / debido a fatiga por corrosión y sobre carga.  El área expuesta del pasador es susceptible a la corrosión y a picaduras si no se protege y si la cadena opera con agua, con compuestos ácidos o básicos, o materiales que producen ácidos cuando se combinan con agua. Como cualquier otra estructura, los pasadores de la cadena se doblan bajo las cargas. En estas condiciones, la superficie de la parte posterior del pasador se estira, es decir, está bajo tensión. Si el pasador se ha picado por un ataque corrosivo, cada picadura se convierte en un punto de concentración de esfuerzos.  Los pasadores de la cadena (dependiendo de la situación) se pueden: desgastar, romper, desgastar por adherencias, corroer o doblar. En otras circunstancias muy poco comunes, un pasador de cadena puede sufrir rotura. Si ocurre la rotura de un pasador, usualmente es debido a una sobrecarga severa repentina y anormal. El atascamiento accidental puede ser una causa probable.  La rotura ocurre en los puntos ilustrados en el esquema 1. Ya que la rotura del pasador se debe a condiciones anormales de carga, la causa se puede determinar usualmente.   5.2 Causa de Falla cadena FB2198  En la actual operación del equipo se hallan condiciones anormales de sobre carga debido al material incrustado en las partes móviles de la cadena para ambos ramales y a la alimentación de material no centrado en el equipo, afectando de manera importante el giro por los menos del 90% de los rodillos, lo que traduce a un aumento de carga (tensión) en los pasadores. Se observa que la cadena está sometida a un ambiente severo de corrosión, formando picaduras (pitting) en toda la superficie del pasador. La combinación de picadura como puntos concentradores de esfuerzos y las sobrecargas por rodillos atascados generan la rotura del pasador."
271,27758,CAP821208LQ3,HOLCIM MEXICO OPERACIONES S.A. DE C.V,PD0001788,"CDNA ELEV FB 994-K443-C2-P7""",3/23/2022 10:31,PD0001788,3,,2/25/2022 0:00,8400003161;;;,65,ENSA2,0,PRENSA ENSAMBLES,FORJADO,4,02/12/2022 00:00,FI,FBREP,06/07/2024,HOLCIM,HERMOSILLO,MEXICO,HERMOSILLO,Elevador cangilones,8400003161,27758,08/11/2023,CEMENTO,ELEVADOR DE CANGILONES 562-EC1,Otros,MAL ESTADO RUEDA MOTRIZ Y TENSOR,Buje cadena,CDNA FB-SJM-984,FB-SJM-984,2133.6,2142,0.39,2.2,27874,,,,,,,,,,,,"El componente que define el cambio de cadena para esta aplicación es el buje, según resultados y control dimensional, parte de los bujes registran dimensiones cerca del límite de la capa endurecida  y proyectan un restante de capa endurecida a un periodo de tiempo entre 775 horas. "
67135,27380,860009808,HOLCIM (COLOMBIA) S.A.,30321162D,PTNA INT ADIT 9.5X152X349,11/30/2021 19:01,30321162D,2,11/07/2021 00:00,11/29/2021 0:00,E-MAIL 02/11/2021,116,PULI,0,ESMERILES,ESMERILADO,2,11/04/2021 00:00,FI,FBORP,12/05/2022,HOLCIM,BOYACA,COLOMBIA,BOYACA,Reclamador y apilador,,27380,12/12/2021,PIEDRA CALIZA,RECLAMADOR,Elongación prematura;Otros,EXCESIVA TENSION,Platina Externa;Buje cadena;Rodillo,CDNA FB311-TK1-C2-P250,FB311,,,,,,,,,,,,,81,350,250,6,"?	Elongación de la cadena Cadena con porcentaje de elongación promedio 0.47% de una elongación máxima de 2%. en términos generales 1/4"" parte de la elongación máxima. Si proyectamos la vida útil por la elongación se proyecta una vida útil de 4 años. ?	Desgaste del rodillo. Rodillo diámetro nuevo= 100mm, actualmente en promedio tiene un desgaste diámetro de 98mm, el desgaste máximo mínimo del rodillo es de 94mm. Por este desgaste se proyecta una vida útil de 3 años. ?	Se detectan rodillos con caras planas, con un desgate que llega hasta 10mm en la cara plana, se recomienda cambiar lo mas pronto posible esos rodillos con car5as planas. (hasta el momento no se determina la causa de las caras planas de los rodillos los cuales esta causada porque las ruedas están bloqueadas en el giro, para determinar la causa hay que bajar un paso de cadena con ruedas pegadas y analizar). ?	Se evidencian guías en buen estado. ?	Se evidencia excesiva tensión (se recomienda des tensionar mínimo 10mm para evitar los desgastes acelerados en la elongación de la cadena, la rueda lisa y sprockets. ?	Se encuentran varias hojas reclamadoras con los tornillos de sujeción a la cadena flojos que permiten movimiento y por ende fatiga en tornillos con la posibilidad de que fallen por corte y una hoja reclamadora suelta cause un daño mayor en el equipo."
63247,26046,890100251,CEMENTOS ARGOS S.A.,1DCI040001,PTNA INT 16X102.6X285,1/29/2021 18:14,1DCI040001,2,01/07/2021 00:00,1/20/2021 0:00,4500851751:,384,MARC,0,MARCADORAS,MECANIZADO,6,12/22/2020 0:00,FI,FBORP,2/21/2022,ARGOS,PAZ DEL RIO,COLOMBIA,BOYACA,Elevador cangilones,4500851751,26046,01/07/2020,CEMENTO,ELEVADOR DE CEMENTO #1,,TIEMPO DE TRABAJO,Platina Interna;Buje cadena;Pasador cadena,"CDNA FB 864-K443-C2-P7""",FB 864,,,,,,,,,,,,,122.2,,"178,47",1,Los desgastes son menores teniendo en cuenta las horas trabajadas y los aditivos del material transportado. Los desgastes menores observados en las platinas tampoco son alarmantes son normales ya que por motivos de carga de material y la misma velocidad de trabajo las platinas internas en algún momento rozan los segmentos de ruedas lisas.
63179,26033,891300241,MANUELITA S.A,1ACI020007,BUJE ØE60XØI41X130 CP,2/26/2021 18:03,1ACI020007,2,01/12/2021 00:00,02/05/2021 00:00,3300190163:,664,RECT,0,RECTIFICADORA,MECANIZADO,9,12/17/2020 0:00,FI,FBORP,5/30/2023,INGENIO MANUELITA,COLOMBIA,COLOMBIA,CALI,Tansportador de tablilla,3300190163,26033,,CAÑA,CONDUCTOR DE CAÑA,,Tiempo de uso,N/A;Pasador cadena,"CDNA FB 2648-P12""",FB 2648,,,,,,,,,,,,,,,,,"La silla platina es el elemento más deteriorado de la cadena, el cual se ha estado fisurando en la parte lateral donde se presenta las perforaciones  Ingenio manuelita colocó una lámina en forma de U para reforzar la silla platina y evitar el desprendimiento de esta.  La soldadura colocada entre el refuerzo y la silla platina presenta deterioro en algunos elementos."
63179,26033,891300241,MANUELITA S.A,1ACI020007,BUJE ØE60XØI41X130 CP,2/26/2021 18:03,1ACI020007,2,01/12/2021 00:00,02/05/2021 00:00,3300190163:,664,REVE,0,HORNO DE TT,TRATAMIENTOS TERMICOS,7,12/17/2020 0:00,FI,FBORP,5/30/2023,INGENIO MANUELITA,COLOMBIA,COLOMBIA,CALI,Tansportador de tablilla,3300190163,26033,,CAÑA,CONDUCTOR DE CAÑA,,Tiempo de uso,N/A;Pasador cadena,"CDNA FB 2648-P12""",FB 2648,,,,,,,,,,,,,,,,,"La silla platina es el elemento más deteriorado de la cadena, el cual se ha estado fisurando en la parte lateral donde se presenta las perforaciones  Ingenio manuelita colocó una lámina en forma de U para reforzar la silla platina y evitar el desprendimiento de esta.  La soldadura colocada entre el refuerzo y la silla platina presenta deterioro en algunos elementos."
78008,30020,CAP821208LQ3,HOLCIM MEXICO OPERACIONES S.A. DE C.V,30391261D,BUJE ØE63.5XØI35.6X140.5 EC,10/20/2023 8:10,30391261D,2,,09/06/2023 00:00,8400005594,378,TEMP3,0,HORNO DE TT,TRATAMIENTOS TERMICOS,4,09/07/2023 00:00,FI,FBORP,03/10/2023,HOLCIM,TECOMÁN,MEXICO,COLIMA,Elevador cangilones,8400005594,30020,,CEMENTO,ELEVADOR 552EC1,Cavitación seca,,Buje cadena,"CDNA ELEVADOR FB 984-K443-C2-P7""",FB 984,,,,,,63.5,63.2,0.47,,,,,,,,,"Se recomienda realizar seguimiento del material acumulado en la bota, durante la inspección de los elevadores se observa gran cantidad de material acumulado en estos módulos. Un alto nivel de material en el módulo tensor se traduce a un desgaste acelerado de los componentes (cadena, cangilones)."
63244,26046,890100251,CEMENTOS ARGOS S.A.,1018018,"CDNA FB 864-K443-C2-P7""",1/29/2021 18:21,1018018,2,01/07/2021 00:00,1/20/2021 0:00,4500851751:,1,ENSA,0,PRENSA ENSAMBLES,FORJADO,1,12/22/2020 0:00,FI,FBORP,2/21/2022,ARGOS,PAZ DEL RIO,COLOMBIA,BOYACA,Elevador cangilones,4500851751,26046,01/07/2020,CEMENTO,ELEVADOR DE CEMENTO #1,,TIEMPO DE TRABAJO,Platina Interna;Buje cadena;Pasador cadena,"CDNA FB 864-K443-C2-P7""",FB 864,"177,8","178,47","0,38","2,2",,,,,,,,,,,,,Los desgastes son menores teniendo en cuenta las horas trabajadas y los aditivos del material transportado. Los desgastes menores observados en las platinas tampoco son alarmantes son normales ya que por motivos de carga de material y la misma velocidad de trabajo las platinas internas en algún momento rozan los segmentos de ruedas lisas.
63244,26046,890100251,CEMENTOS ARGOS S.A.,1018018,"CDNA FB 864-K443-C2-P7""",1/29/2021 18:21,1018018,2,01/07/2021 00:00,1/20/2021 0:00,4500851751:,1,EMPA,0,BANCO DE TRABAJO DESPACHO,PRODUCTO TERMINADO,6,12/22/2020 0:00,FI,FBORP,2/21/2022,ARGOS,PAZ DEL RIO,COLOMBIA,BOYACA,Elevador cangilones,4500851751,26046,01/07/2020,CEMENTO,ELEVADOR DE CEMENTO #1,,TIEMPO DE TRABAJO,Platina Interna;Buje cadena;Pasador cadena,"CDNA FB 864-K443-C2-P7""",FB 864,"177,8","178,47","0,38","2,2",,,,,,,,,,,,,Los desgastes son menores teniendo en cuenta las horas trabajadas y los aditivos del material transportado. Los desgastes menores observados en las platinas tampoco son alarmantes son normales ya que por motivos de carga de material y la misma velocidad de trabajo las platinas internas en algún momento rozan los segmentos de ruedas lisas.
67133,27380,860009808,HOLCIM (COLOMBIA) S.A.,30321162B,PTNA CAB 9.5X78X349,11/30/2021 19:00,30321162B,2,11/07/2021 00:00,11/29/2021 0:00,E-MAIL 02/11/2021,116,PULI,0,ESMERILES,ESMERILADO,2,11/04/2021 00:00,FI,FBORP,12/05/2022,HOLCIM,BOYACA,COLOMBIA,BOYACA,Reclamador y apilador,,27380,12/12/2021,PIEDRA CALIZA,RECLAMADOR,Elongación prematura;Otros,EXCESIVA TENSION,Platina Externa;Buje cadena;Rodillo,CDNA FB311-TK1-C2-P250,FB311,,,,,,,,,,,,,81,350,250,6,"?	Elongación de la cadena Cadena con porcentaje de elongación promedio 0.47% de una elongación máxima de 2%. en términos generales 1/4"" parte de la elongación máxima. Si proyectamos la vida útil por la elongación se proyecta una vida útil de 4 años. ?	Desgaste del rodillo. Rodillo diámetro nuevo= 100mm, actualmente en promedio tiene un desgaste diámetro de 98mm, el desgaste máximo mínimo del rodillo es de 94mm. Por este desgaste se proyecta una vida útil de 3 años. ?	Se detectan rodillos con caras planas, con un desgate que llega hasta 10mm en la cara plana, se recomienda cambiar lo mas pronto posible esos rodillos con car5as planas. (hasta el momento no se determina la causa de las caras planas de los rodillos los cuales esta causada porque las ruedas están bloqueadas en el giro, para determinar la causa hay que bajar un paso de cadena con ruedas pegadas y analizar). ?	Se evidencian guías en buen estado. ?	Se evidencia excesiva tensión (se recomienda des tensionar mínimo 10mm para evitar los desgastes acelerados en la elongación de la cadena, la rueda lisa y sprockets. ?	Se encuentran varias hojas reclamadoras con los tornillos de sujeción a la cadena flojos que permiten movimiento y por ende fatiga en tornillos con la posibilidad de que fallen por corte y una hoja reclamadora suelta cause un daño mayor en el equipo."
63248,26046,890100251,CEMENTOS ARGOS S.A.,1DCI040002,PTNA EXT ADITK443 16X117.2X269,1/29/2021 18:14,1DCI040002,2,01/12/2021 00:00,1/20/2021 0:00,4500851751:,278,TEMP,0,HORNO DE TT,TRATAMIENTOS TERMICOS,7,12/22/2020 0:00,FI,FBORP,2/21/2022,ARGOS,PAZ DEL RIO,COLOMBIA,BOYACA,Elevador cangilones,4500851751,26046,01/07/2020,CEMENTO,ELEVADOR DE CEMENTO #1,,TIEMPO DE TRABAJO,Platina Interna;Buje cadena;Pasador cadena,"CDNA FB 864-K443-C2-P7""",FB 864,,,,,,,,,,,,,122.2,,"178,47",1,Los desgastes son menores teniendo en cuenta las horas trabajadas y los aditivos del material transportado. Los desgastes menores observados en las platinas tampoco son alarmantes son normales ya que por motivos de carga de material y la misma velocidad de trabajo las platinas internas en algún momento rozan los segmentos de ruedas lisas.
63295,25961,890100251,CEMENTOS ARGOS S.A.,7100010-104D,BUJE ØE34.05XØI24.55X77,2/25/2021 16:23,710010104D,1,02/05/2021 00:00,2/26/2021 0:00,4500851747,920,REVE,0,HORNO DE TT,TRATAMIENTOS TERMICOS,4,12/29/2020 0:00,FI,FBORP,3/15/2023,ARGOS,PAZ DEL RIO,COLOMBIA,SOGAMOSO,Elevador cangilones,4500851747,25961,04/03/2021,HARINA CRUDA,SUBAKI BS450 HT ,Ruptura,,Platina Externa,CDNA ELEV FB 26200-G4-C2-P200,FB 26200,,,,,,,,,,,,,,,,,"La inspección de la cadena del elevador se realizó en el módulo motriz, módulo tensor y por la compuerta de un módulo intermedio y se giró la cadena en tres ocasiones y no se encontró platinas fisuradas, tornillos aflojados u algún otro elemento en mal estado salvo algunas tapas laterales de los cangilones dobladas hacia adentro"
77790,30028,CAP821208LQ3,HOLCIM MEXICO OPERACIONES S.A. DE C.V,30607413,CDNA ELEVADOR FB AU06.3 C2 P7,10/31/2023 15:49,30607413,1,,11/22/2023 0:00,8400005586,97.2,INSP,0,BANCO DE TRABAJO CALIDAD,CALIDAD,5,8/16/2023 0:00,FI,FBORP,5/20/2024,HOLCIM,MERIDA,MEXICO,MERIDA,Elevador cangilones,8400005586,30028,1/20/2024,CLINKER,ELEVADOR 5E1-BE01,Otros,FALTA DE COMPONENTE (ARANDELAS TOPE),Pasador cadena,CDNA ELEVADOR FB AU06.3 C2 P7,FB AU06.3,"236,5",236.8,0.14,3.3,29524,,,,,,,,,,,,"Pasadores desplazados o con tendencia hacia la izquierda o derecha. El pasador esta centrado cuando sobresale aproximadamente 3,0mm en cada extremo a partir de la platina aditamento o teléfono. Para garantizar la correcta operación del elevador 5E1-BE01 se deberán instalar las arandelas topes como medida correctiva inmediata. Como solución definitiva se debe realizar el reemplazo de cadena FB-06. "
74176,29137,900164755,ZONA FRANCA ARGOS S.A.S,1014344D,BUJE ØE44.45XØI26.05X101.6 ,2/13/2023 10:29,1014344D,2,,02/02/2023 00:00,4501176863,374,RECT,0,RECTIFICADORA,MECANIZADO,6,01/11/2023 00:00,FI,FBORP,07/08/2023,ARGOS,ZONA FRANCA,COLOMBIA,CARTAGENA,Elevador cangilones,4501176863,29137,6/21/2023,CLINKER,ELEVADOR AUXILIAR DE CINKER SC3,Desalineación;Cavitación seca;Otros,MALAS PRÁCTICA DEL CLIENTE,Platina Interna;Pasador cadena,ER 857-K44,ER 857,,,,,,44.45,,,,,,,,,,,"La cadena ER 857-K44 comprada a Forjas Bolívar 57m, no fue suficiente para cubrir la longitud del elevador, tuvieron que reutilizar cadena que estaba trabajando marca Rexnord, el empalme entre las dos condenas no se realizo de la forma adecuada utilizando platinas externas y pasador de la misma marca se combinaron platinas externas de Forjas Bolívar con pasadores de la marca cadena Rexnord esto no se recomienda ya que las interferencias entre una marca y otra si bien se manejan las mismas no se aplican a los mismos diámetros, por lo tanto en el ensamble no quedan con la interferencia adecuada, se recomienda realizar el cambio inmediato de la cadena reutilizada y además evidencia un paso de cadena saltando al paso por el sprockets ( no se pudo detener el equipo en el punto exacto para ver el problema) este puede ser porque dos pasos de cadena no ecualizan y es debido al ensamble de tramos de cadena."
74176,29137,900164755,ZONA FRANCA ARGOS S.A.S,1014344D,BUJE ØE44.45XØI26.05X101.6 ,2/13/2023 10:29,1014344D,2,,02/02/2023 00:00,4501176863,374,REVE,0,HORNO DE TT,TRATAMIENTOS TERMICOS,4,01/11/2023 00:00,FI,FBORP,07/08/2023,ARGOS,ZONA FRANCA,COLOMBIA,CARTAGENA,Elevador cangilones,4501176863,29137,6/21/2023,CLINKER,ELEVADOR AUXILIAR DE CINKER SC3,Desalineación;Cavitación seca;Otros,MALAS PRÁCTICA DEL CLIENTE,Platina Interna;Pasador cadena,ER 857-K44,ER 857,,,,,,44.45,,,,,,,,,,,"La cadena ER 857-K44 comprada a Forjas Bolívar 57m, no fue suficiente para cubrir la longitud del elevador, tuvieron que reutilizar cadena que estaba trabajando marca Rexnord, el empalme entre las dos condenas no se realizo de la forma adecuada utilizando platinas externas y pasador de la misma marca se combinaron platinas externas de Forjas Bolívar con pasadores de la marca cadena Rexnord esto no se recomienda ya que las interferencias entre una marca y otra si bien se manejan las mismas no se aplican a los mismos diámetros, por lo tanto en el ensamble no quedan con la interferencia adecuada, se recomienda realizar el cambio inmediato de la cadena reutilizada y además evidencia un paso de cadena saltando al paso por el sprockets ( no se pudo detener el equipo en el punto exacto para ver el problema) este puede ser porque dos pasos de cadena no ecualizan y es debido al ensamble de tramos de cadena."
63616,26033,891300241,MANUELITA S.A,1ACI030002,RODILLO 184X152.4X79,2/26/2021 17:32,1ACI030002,3,02/05/2021 00:00,1/29/2021 0:00,3300190163:,342,TEMP1,0,HORNOS DE INDUCCIÓN,TRATAMIENTOS TERMICOS,9,1/30/2021 0:00,FI,FBORP,5/30/2023,INGENIO MANUELITA,COLOMBIA,COLOMBIA,CALI,Tansportador de tablilla,3300190163,26033,,CAÑA,CONDUCTOR DE CAÑA,,Tiempo de uso,N/A;Pasador cadena,"CDNA FB 2648-P12""",FB 2648,,,,,,,,,,,,,,,,,"La silla platina es el elemento más deteriorado de la cadena, el cual se ha estado fisurando en la parte lateral donde se presenta las perforaciones  Ingenio manuelita colocó una lámina en forma de U para reforzar la silla platina y evitar el desprendimiento de esta.  La soldadura colocada entre el refuerzo y la silla platina presenta deterioro en algunos elementos."
77463,30020,CAP821208LQ3,HOLCIM MEXICO OPERACIONES S.A. DE C.V,30391261A,PTNA  ADIT 16X122.2X271-90°,10/20/2023 14:03,30391261A,1,,7/27/2023 0:00,8400005594,378,ENDE,0,"PRENSA ANCLAJES, PLATINAS Y TROQUELADORAS",FORJADO,5,7/28/2023 0:00,FI,FBORP,03/10/2023,HOLCIM,TECOMÁN,MEXICO,COLIMA,Elevador cangilones,8400005594,30020,,CEMENTO,ELEVADOR 552EC1,Cavitación seca,,Buje cadena,"CDNA ELEVADOR FB 984-K443-C2-P7""",FB 984,,,,,,,,,,,,,,0,177.8,5,"Se recomienda realizar seguimiento del material acumulado en la bota, durante la inspección de los elevadores se observa gran cantidad de material acumulado en estos módulos. Un alto nivel de material en el módulo tensor se traduce a un desgaste acelerado de los componentes (cadena, cangilones)."
63292,25961,890100251,CEMENTOS ARGOS S.A.,7100010-104A,PTNA INT 9.5X64.5X284,2/25/2021 16:19,710010104A,1,1/25/2021 0:00,2/26/2021 0:00,4500851747,920,PULI,0,MOTO TOOL,ESMERILADO,5,12/29/2020 0:00,FI,FBORP,3/15/2023,ARGOS,PAZ DEL RIO,COLOMBIA,SOGAMOSO,Elevador cangilones,4500851747,25961,04/03/2021,HARINA CRUDA,SUBAKI BS450 HT ,Ruptura,,Platina Externa,CDNA ELEV FB 26200-G4-C2-P200,FB 26200,,,,,,,,,,,,,120,,200,4,"La inspección de la cadena del elevador se realizó en el módulo motriz, módulo tensor y por la compuerta de un módulo intermedio y se giró la cadena en tres ocasiones y no se encontró platinas fisuradas, tornillos aflojados u algún otro elemento en mal estado salvo algunas tapas laterales de los cangilones dobladas hacia adentro"
