TipoOp,ConsOP,Actividad,Descripcion Actividad,Version,Comentario,Proceso
FBREP,9,SOLD,SOLDAR GW,1,PUNTEAR Y SOLDAR,1058930
FBREP,82,SOLD,SOLDAR GW,1,"-MONTAR EN DISPOSITIVO

-CUBRIR AGUJERO PARA EVITAR CHISPORROTEO

-ENSAMBLAR Y SOLDAR

UTILIZAR APORTE ER70S6",PD0001754P
FBREP,128,SOLD,SOLDAR GW,1," -SOLDAR  CON GMAW ER70S6

APLICAR CORDON DE SOLDARURA 
ENFRIAR AL AIRE QUIETO

OJO:
•NO PRECALENTAR
•NO RELEVA
",PD00158821
FBREP,28,SOLD,SOLDAR GW,1,"-PUNTEAR

•LIMPIAR LAS PIEZAS COMPLETAMENTE (LIBRES DE TODO COMPUESTO ORGÁNICO Y CALAMINA)
•NO PRECALENTAR
•ENFRIAR AL AIRE QUIETO
•NO RELEVAR

",PD0001805
FBREP,236,SOLD,SOLDAR GW,3,"5.1).APLICAR CORDON DE SOLDARURA 
5.2).ENFRIAR EN SILICE",16763
FBREP,350,SOLD,SOLDAR GW,1,"3.1) MONTAR EN DISPOSITIVO
3.2) CUBRIR AGUJEROS PARA EVITAR CHISPORROTEO
3.3) APLICAR CORDON DE SOLDADURA
3.4) ENFRIAR AL AIRE QUIETO

OJO:
•NO PRECALENTAR
•NO RELEVAR


",PD0002309
FBREP,199,SOLD,SOLDAR GW,1,"4.1).APLICAR CORDON DE SOLDARURA 
4.2).ENFRIAR EN SILICE",PD198313A
FBREP,41,SOLD,SOLDAR GW,1,PUNTEAR Y SOLDAR,PD01336
FBREP,381,SOLD,SOLDAR GW,1,"3.1).APLICAR CORDON DE SOLDADURA
3.2).ENFRIAR AL AIRE QUIETO

OJO:
•NO PRECALENTAR
•NO REALIZAR ALIVIO DE TENSIONES

UTILIZAR APORTE ER70S6

",30449957-2
FBREP,73,SOLD,SOLDAR GW,1,"-MONTAR EN DISPOSITIVO

-CUBRIR AGUJERO PARA EVITAR CHISPORROTEO

-ENSAMBLAR Y SOLDAR

UTILIZAR APORTE ER70S6",PD0001754O
FBREP,56,SOLD,SOLDAR GW,1,"-MONTAR EN DISPOSITIVO
-CUBRIR AGUJERO PARA EVITAR CHISPORROTEO
-ENSAMBLAR Y SOLDAR



UTILIZAR APORTE ER70S6",1465030M
FBREP,202,SOLD,SOLDAR GW,1,"4.1).APLICAR CORDON DE SOLDARURA 
4.2).ENFRIAR EN SILICE",PD198313B
FBREP,13,SOLD,SOLDAR GW,1,PUNTEAR Y SOLDAR,1058930D
FBREP,130,SOLD,SOLDAR GW,1," -SOLDAR  CON GMAW ER70S6

APLICAR CORDON DE SOLDARURA 
ENFRIAR AL AIRE QUIETO

OJO:
•NO PRECALENTAR
•NO RELEVA
",PD00158828
FBREP,97,SOLD,SOLDAR GW,1,"DESCONTAMINAR LAS PIEZAS

ENSAMBLAR PIEZAS 

SOLDAR CON GMAW ER70S6

NOTA: APLICAR SOLDADURA SOBRE MALLA RETICULADA Y   ANGULOS
",PD016002
FBREP,71,SOLD,SOLDAR GW,1,"-MONTAR EN DISPOSITIVO

-CUBRIR AGUJERO PARA EVITAR CHISPORROTEO

-ENSAMBLAR Y SOLDAR

UTILIZAR APORTE ER70S6",PD0001754H
FBREP,35,SOLD,SOLDAR GW,1,PUNTEAR Y SOLDAR,PD01337
FBREP,270,SOLD,SOLDAR GW,6,SOLDAR VARILLA,6000036
FBREP,101,SOLD,SOLDAR GW,2,"APLICAR SOLDADURA
",037704
FBREP,418,SOLD,SOLDAR GW,1,"OJO:
MONTAR EN DISPOSITIVO.

3.1).CUBRIR AGUJEROS PARA EVITAR CHISPORROTEO.
3.2).APLICAR CORDON DE SOLDADURA



",30392656I
FBREP,8,SOLD,SOLDAR GW,1,PUNTEAR Y SOLDAR,1058931
FBREP,25,SOLD,SOLDAR GW,1,"-PUNTEAR

•LIMPIAR LAS PIEZAS COMPLETAMENTE (LIBRES DE TODO COMPUESTO ORGÁNICO Y CALAMINA)
•NO PRECALENTAR
•ENFRIAR AL AIRE QUIETO
•NO RELEVAR

",PD0001806
FBREP,240,SOLD,SOLDAR GW,2,"3.1).APLICAR CORDON DE SOLDARURA EN LA PERFORACION DE Ø 8.0-8.5mm
3.2).ENFRIAR EN SILICE",16767
FBREP,122,SOLD,SOLDAR GW,1," -SOLDAR  CON GMAW ER70S6

APLICAR CORDON DE SOLDARURA 
ENFRIAR AL AIRE QUIETO

OJO:
•NO PRECALENTAR
•NO RELEVA
",PD0001588A
FBREP,408,SOLD,SOLDAR GW,1,"APLICAR CORDON DE SOLDADURA 
",PD00021991
FBREP,393,SOLD,SOLDAR GW,1,"4.1).APLICAR CORDON DE SOLDADURA
ENFRIAR AL AIRE QUIETO

OJO:
•NO PRECALENTAR
•NO REALIZAR ALIVIO DE TENSIONES

UTILIZAR APORTE ER70S6",PD0002538
FBREP,215,SOLD,SOLDAR GW,2,"PUNTEAR Y ARMAR
2.1).CUBRIR AGUJEROS PARA EVITAR CHISPORROTEO.
2.2).ENSAMBLAR Y PUNTEAR",1495604
FBREP,308,SOLD,SOLDAR GW,1,"-.CUBRIR AGUJEROS PARA EVITAR CHISPORROTEO.
-.APLICAR CORDON DE SOLDADURA",PD0002334
FBREP,55,SOLD,SOLDAR GW,1,"-MONTAR EN DISPOSITIVO
-CUBRIR AGUJERO PARA EVITAR CHISPORROTEO
-ENSAMBLAR Y SOLDAR



UTILIZAR APORTE ER70S6",1465030L
FBREP,485,TEMP2,TEMPLAR2,1,"TEMPLAR POR INDUCCION EN LA ZONA MARCADA.
",30586248A4
FBREP,484,TEMP2,TEMPLAR2,1,"TEMPLAR POR INDUCCION EN LA ZONA MARCADA.
",30586248A3
FBREP,336,TEMP2,TEMPLAR2,3,"TEMPLE POR INDUCCIÓN
 EN LA ZONA MARCADA",54987-1D
FBREP,266,TEMP2,TEMPLAR2,2,"TEMPLAR POR INDUCCIÓN EN ZONA MARCADA.
",PD01923B
FBREP,247,TEMP2,TEMPLAR2,2,"TEMPLAR POR INDUCCIÓN EN ZONA MARCADA.
",PD01923B
FBREP,252,TEMP2,TEMPLAR2,2,"TEMPLAR POR INDUCCIÓN EN ZONA MARCADA.
",PD01923B
FBREP,71,VERI,VERIFICAR,1,"VER PLANO 

NOTA:
-NO PRECALENTAR 
-NO REALIZAR ALIVIO DE TENSIONES",PD0001754H
FBREP,54,VERI,VERIFICAR,1,"ENTRECARAS A=31.75-30.8

ALTURA DE TUERCA B=19.25-18.1 
Gº=45º(+/-2)


DIAMETRO INTERIOR

DIANOMINAL=3/4

DIAINTERIOR=16,3-16,8

HPP=10

TIPO=UNC



GRADO ""8""  VERIFICAR 26-36 HRC",PD0001652A
FBREP,235,VERI,VERIFICAR,1,"ØDIAMETROS NOMINAL=7/8

ØA=44.45(±0.8)

ØB=24.31-24.61

ESP C MIN.= 3.45

ESP C MAX=4.50



VERIFICAR 63-73HRA O 26-45HRC.",13001692F
FBREP,359,VERI,VERIFICAR,4,"7.1)VER PLANO

",6352045180
FBREP,141,CORT1,CORTAR1,4,"PUNZONAR     
TROQUEL: 514    DIE SET: 700A

SALE CON DIAMETRO INTERIOR DE 26.5mm",1ARU160001
FBREP,142,CORT1,CORTAR1,3,"DOBLAR
PUNZONAR

TROQUEL: A-20    DIE SET: 910

NOTA: GARANTIZAR DIAMETRO INTERIOR Y EXTERIOR ",1ARU160005
FBREP,166,CORT1,CORTAR1,1,"PUNZONAR AGUJEROS CUADRADOS

TROQUEL=606 DIE-SET 5300
",1ACI110001
FBREP,98,CORT7,CORTAR7,2,"PUNZONAR EN FRIO 

MOLDE Nº 155",5860012237
FBREP,260,CORT7,CORTAR7,8,CORTAR TCA ,10020190
FBREP,271,ENSA4,ENSAMBLAR4,3,"6.1).ENSAMBLAR CON ABUNDATE GRASA SINTETICA REFERENCIA SEGÚN PLANO, PASADOR, BUJE Y SELLO 

6.2).ENSAMBLAR ASÌ:


-_____ TRAMOS DE _____PASOS


-_____ TRAMOS DE _____PASOS


-_____ PASADORES EMPALME

OJO:
-LOS PASADORES VAN ENSAMBLADOS INTERCALADO.",PD0001788
FBREP,270,PERF2,PERFORAR2,6,"HACER CAJA
PERFORAR 
",6000036
FBREP,249,PERF2,PERFORAR2,2,"PERFORAR  AGUJEROS ADITAMENTO:
FRESAR AGUJEROS CON  MEDIDAS FINALES
 
AVELLANAR",PD01923D
FBREP,351,PERF2,PERFORAR2,2,SEGUN PLANO,PD0002309A
FBREP,402,PINA1,PINAR1,3,"4.1).PINAR
4.2).VALIDAR ESCUALIZACION

4.3).______ PINES SUELTOS",30351506
FBREP,245,PINA1,PINAR1,2,"4.1).DOBLAR PIN
4.2).VALIDAR ESCUALIZACION.

____ PIN PARAGUAS SUELTOS",1000245028
FBREP,292,PINA1,PINAR1,7,"5.1).DOBLAR PIN

____ PIN EN ""L"" SUELTOS
",1ACI000004
FBREP,305,PINA1,PINAR1,2,"PINAR 

DOBLAR PINES 

______PINES EMPALME",1ACI000000
FBREP,331,PINA1,PINAR1,1,"3.1).DOBLAR PIN
3.2).VALIDAR ESCUALIZACION.

____ PIN EN ""L"" SUELTOS",26084-1
FBREP,464,PINA1,PINAR1,4,"PINAR


- _____ PINES EMPALMES",R1487
FBREP,271,PINA1,PINAR1,3,"7.1).DOBLAR PIN
7.2).VALIDAR ESCUALIZACION.

-_____ PINES SUELTOS PARA EMPACAR",PD0001788
FBREP,444,PINA1,PINAR1,6,"PINAR

DOBLAR PIN

____PINES EMPALME SUELTOS",1ACI000000
FBREP,315,PINA1,PINAR1,1,"6.1).DOBLAR PIN

____ PIN EN ""L"" SUELTOS
",1ACI000009
FBREP,280,PINA1,PINAR1,1,"*GALGAR Y PINAR:
 DOBLAR PIN

____ PIN EN ""L"" SUELTOS",PD0002299
FBREP,364,TORN,TORNEAR,1,AVELLANAR,1122830NC
FBREP,202,TORN,TORNEAR,1,"7.1).REFRENTAR
7.2).CILINDRAR
7.3).PERFORAR
7.4).ALESAR Ø INTERIOR
7.5).FRESAR CHAVETERO

OJO:AL MOMENTO DE MECANIZAR EL CHAVETERO, TENER ENCUENTA EL SENTIDO DE LAS PERFORACIONES.",PD198313B
FBREP,265,TORN,TORNEAR,2,"AJUSTAR DIMENSIONES, SOLO SI ES NECESARIO.
",0206310174
FBREP,78,TORN,TORNEAR,1,"PERFORAR
REFRENTAR
CILINDRAR
ALESAR
TRONZAR

",PD0001754M
FBREP,13,TORN,TORNEAR,1,"REFRENTAR
HACER CHAVETERO
ALESAR Y DAR AJUSTES",1058930D
FBREP,113,TORN,TORNEAR,1,"REFRENTAR
CILINDRAR
PERFORAR
ALESAR 
CHAFLANAR
TRONZAR",PD0001920F
FBREP,156,TORN,TORNEAR,2,"REFRENTAR
CILINDRAR DEJANDO (+0.1)mm PARA LUEGO RECTIFICAR




",PD0001635B
FBREP,154,TORN,TORNEAR,2,"REFRENTAR
CILINDRAR DEJANDO (+0.1)mm PARA LUEGO RECTIFICAR




",PD0001635B
FBREP,137,TORN,TORNEAR,2,"REFRENTAR

CILINDRAR


RANURAR
PERFORAR AGUJERO RADIAL

",1ARU150002
FBREP,3,TORN,TORNEAR,2,"REFRENTAR CABEZA

DAR DIÁMETRO DE LAMINACIÓN
",4001899
FBREP,201,TORN,TORNEAR,1,"3.1).ALESAR 
3.2).AVELLANAR",PD198313A2
FBREP,96,TORN,TORNEAR,1,"REFRENTAR
PERFORAR

ALESAR
CILINDRAR ",PD0001876B
FBREP,94,TORN,TORNEAR,1,"PERFORAR 
REFRENTAR
CILINDRAR
ALESAR
AVELLANAR




",PD0001876A
FBREP,11,TORN,TORNEAR,1,"CILINDRAR
PERFORAR

",1058930B
FBREP,164,TORN,TORNEAR,2,"REFRENTAR
CILINDRAR DEJANDO (+0.1)mm PARA LUEGO RECTIFICAR

",30301439C
FBREP,119,TORN,TORNEAR,3,"REFRENTAR 
PERFORAR 

CILINDRAR DEJANDO (+0.1mm) PARA LUEGO RECTIFICAR
ALESAR

AVELLANAR

",PD0001616E
FBREP,320,TORN,TORNEAR,1,ROSCAR TR38X4.2,PD0002334C
FBREP,135,TORN,TORNEAR,2,"ALESAR




",1ARU030003
FBREP,33,TORN,TORNEAR,1,"PERFORAR
AVELLANAR",PD01422D
FBREP,81,TORN,TORNEAR,1,"PERFORAR

REFRENTAR

ALESAR

CILINDRAR

TRONZAR

AVELLANAR
CHAFLANAR",PD0001754R
FBREP,23,TORN,TORNEAR,1,"PERFFORAR
REFRENTAR
CILINDRAR

AVELLANAR",PD01399K5
FBREP,75,TORN,TORNEAR,1,"REFRENTAR
CILINDRAR
ALESAR
RANURAR
TRONZAR",PD0001754J
FBREP,22,TORN,TORNEAR,1,"PERFORAR
REFRENTAR
CILINDRAR
AVELLANAR
TRONZAR",PD01399K4
FBREP,53,TORN,TORNEAR,2,"REFRENTAR
CILINDRAR DEJANDO(+0.1)mm PARA LUEGO RECTIFICAR 

CHAFLANAR
PERFORAR",1480738E
FBREP,91,TORN,TORNEAR,1,DAR ANGULO A 45°,PD0001853
FBREP,233,TORN,TORNEAR,2,"2.1).CILINDRAR AJUSNTANDO DIMENSIONES

",13001692C
FBREP,365,TORN,TORNEAR,1,AVELLANAR,1122830ND
FBREP,21,TORN,TORNEAR,1,"PERFORAR
REFRENTAR
CILINDRAR
AVELLANAR
TRONZAR",PD01399K3
FBREP,170,TORN,TORNEAR,2,"REFRENTAR 

PERFORAR

CILINDRAR DEJANDO 0.1mm PARA LUEGO RECTIFICAR
ALESAR 
AVELLANAR

HACER RADIOS

NOTA:DAR DIMENSION DEL RECUADRO",PD0001788E
FBREP,159,TORN,TORNEAR,2,"REFRENTAR 

PERFORAR

CILINDRAR DEJANDO 0.1mm PARA LUEGO RECTIFICAR
ALESAR 
AVELLANAR

HACER RADIOS

NOTA:DAR DIMENSION DEL RECUADRO",PD0001788E
FBREP,363,TORN,TORNEAR,1,AJUSTAR DIAMETRO EXTERIOR,1122830NB
FBREP,199,TORN,TORNEAR,1,"7.1).REFRENTAR
7.2).CILINDRAR
7.3).PERFORAR
7.4).ALESAR Ø INTERIOR
7.5).FRESAR CHAVETERO

OJO:AL MOMENTO DE MECANIZAR EL CHAVETERO, TENER ENCUENTA EL SENTIDO DE LAS PERFORACIONES.",PD198313A
FBREP,172,TORN,TORNEAR,2,"REFRENTAR
CILINDRAR DEJANDO (+0.1)mm PARA LUEGO RECTIFICAR




",PD0001788D
FBREP,162,TORN,TORNEAR,2,"REFRENTAR
CILINDRAR DEJANDO (+0.1)mm PARA LUEGO RECTIFICAR




",PD0001788D
FBREP,171,TORN,TORNEAR,2,"PERFORAR
REFRENTAR
CILINDRAR
ALESAR
TRONZAR

NOTA:DAR DIMENSION DEL RECUADRO",PD0001788F
FBREP,316,CORT,CORTAR,1,"CORTAR A UNA LONGITUD DE 98(+1) CORTAR EN LA Max.


CORTAR _____UND(S) MAS PARA ENSAYO ",1ACI010003
FBREP,125,CORT,CORTAR,2,A UNA LONGITUD DE 1872(+1) CORTAR EN LA Max.,PD01324D2
FBREP,34,CORT,CORTAR,1,SEGUN PLANO,PD01422E
FBREP,420,CORT,CORTAR,3,"A UNA LONGITUD DE 130(+1) 

CORTAR _____ UND(S) PARA ENSAYO






",30392656A
FBREP,145,CORT,CORTAR,1,CORTAR EXTERIOR,PD0001955A
FBREP,396,CORT,CORTAR,3,"A UNA LONGITUD DE 56(+1)CORTAR EN LA Max.


!OJO¡ GARANTIZAR CORTE RECTO.

",30321162G
FBREP,153,CORT,CORTAR,2,CORTAR CONTORNO CON DIMENSIONES FINALES,PD0001635C
FBREP,85,CORT,CORTAR,1,"CONTORNO EXTERIOR 

-DEFINIR CORTE.",PD0001754U
FBREP,205,CORT,CORTAR,1,1.1).CORTAR SOBREDIMENSIONADO,PD198313C
FBREP,144,CORT,CORTAR,1,"A UNA LONGITUD DE 405(+1) CORTAR EN LA MAX.

NOTA: GARANTIZAR QUE EL 4140 SEA BONIFICADO O DE LO CONTRARIO SE DEBERA HACER  TRATAMIENTO TERMICO. ",PD0001955
FBREP,178,CORT,CORTAR,1,CORTAR EXTERIOR  Y APROXIMAR AGUJERO PARA PROCESO DE TEMPLE,1DCI040006
FBREP,372,CORT,CORTAR,6,A UNA LONGITUD DE 165(+2),12689
FBREP,467,CORT,CORTAR,4,"A UNA LONGITUD DE 155(+1) CORTAR EN LA MAXIMA 


CORTAR _____ UND MAS PARA ENSAYO",R1487C
FBREP,478,CORT,CORTAR,3,"CORTAR UNA LONGITUD DE 250(+2) 

*CORTAR _______ TRAMOS PARA TRATAMIENTOS TERMICOS DE 1 TRAMO SALEN 2 PROBETAS.

*CORTAR 10 UNDS DE MAS PARA DEFINIR EL PROCESO DE FORJA Y MECANIZADO.
",30607413E
FBREP,124,CORT,CORTAR,1,REDONDOS,PD0001588C
FBREP,430,CORT,CORTAR,1,"A UNA LONGITUD DE 1716(+1)
",1000134412
FBREP,229,CORT5,CORTAR5,2,CORTAR EXTERIOR Y APROXIMAR AGUJERO PARA PROCESO DE TEMPLE.,30179009C
FBREP,124,CORT5,CORTAR5,1,LAMINAS,PD0001588C
FBREP,230,CORT5,CORTAR5,2,CORTAR EXTERIOR Y APROXIMAR AGUJERO PARA PROCESO DE TEMPLE.,30179097D
FBREP,131,CORT5,CORTAR5,2,LAMINAS,PD0158828A
FBREP,219,CORT5,CORTAR5,2,"1.1).CORTAR CONTORNO CON DIMENSIONES FINALES
",1495604D
FBREP,217,CORT5,CORTAR5,2,"1.1).CORTAR CONTORNO CON DIMENSIONES FINALES
",1495604B
FBREP,148,CORT5,CORTAR5,1,"CORTAR EXTERIOR Y APROXIMAR AGUJERO PARA PROCESO DE TEMPLE 

",00004196
FBREP,97,CORT5,CORTAR5,1,"LAMINA
MALLA RETICULADA",PD016002
FBREP,60,CORT5,CORTAR5,1,CORTAR EXTERIOR CON DIMENSIONES FINALES,1465030D
FBREP,65,CORT5,CORTAR5,2,"CORTAR  EXTERIOR

",PD0001754B
FBREP,220,CORT5,CORTAR5,2,"1.1).CORTAR CONTORNO CON DIMENSIONES FINALES
",1495604E
FBREP,51,CORT5,CORTAR5,2,CORTAR EXTERIOR ,1480738B
FBREP,52,CORT5,CORTAR5,2,CORTAR EXTERIOR ,1480738D
FBREP,27,CORT5,CORTAR5,1,CORTAR CONTORNOS CON DIMENSIONES FINALES,PD0001806B
FBREP,27,CORT5,CORTAR5,1,CORTAR CONTORNOS CON DIMENSIONES FINALES,PD0001806B
FBREP,128,CORT5,CORTAR5,1,LAMINAS,PD00158821
FBREP,66,CORT5,CORTAR5,2,CORTAR  EXTERIOR,PD0001754C
FBREP,64,CORT5,CORTAR5,2,CORTAR  EXTERIOR,PD0001754A
FBREP,61,CORT5,CORTAR5,1,CORTAR EXTERIOR CON DIMENSIONES FINALES,1465030E
FBREP,426,DENSA,DESENSAMBLAR,1,DESEMSAMBLAR HELICES A TUBO.,PD0002586
FBREP,315,DENSA,DESENSAMBLAR,1," DESENSAMBLAR PASO ACODADO ADITAMENTO A42: 

1.1) PLATINA PIN ADIT A42.
1.2)  RODILLO A BUJE.
1.3) BUJE A PLATINA CABEZA.

DESENSAMBLAR PASO ACODADO SENCILLO:

1.4) PLATINA PIN ACODADA.
1.5) RODILLO A BUJE.
1.6) BUJE A PLATINA CABEZA.
1.7) PASADOR A PLATINA CABEZA.",1ACI000009
FBREP,305,DENSA,DESENSAMBLAR,2,DESENSAMBLAR ________PASO(S) DE CADENA PARA INSPECCIONAR MEDIDAS Y DUREZAS DE SUS COMPONENTES ,1ACI000000
FBREP,430,TORN4,TORNEAR4,1,"CILINDRAR
REFRENTAR
CHAFLANAR
RANURAR

HACER AGUJEROS RADIALES
ALESAR CAJA 

HACER AGUJERO PARA GRASERA 

",1000134412
FBREP,410,TORN4,TORNEAR4,4,"SEGMENTOS:
8.1)MONTAR EN EL PLATO
8.2)ALESAR Ø INTERIOR Y CAJA 
8.3)CILINDRAR Ø EXTERIÓR
8.4)CHAFLANAR
8.5)MARCAR  SEGMENTOS CON NUMERACIÓN CON MARCADOR METALICO

COMPLETO:
8.6)ALESAR Ø INTERIOR Y CAJA 
8.7)PERFORAR
8.8)CILINDRAR Ø EXTERIÓR
8.9)CHAFLANAR",30375034
FBREP,391,TORN4,TORNEAR4,1,"CILINDRAR
REFRENTAR
CHAFLANAR

!OJO¡ GARANTIZAR DISTANCIA DE CENTRO 1440mm

VER PLANO.",PD0002395
FBREP,374,TORN4,TORNEAR4,4,"5.1).PERFORAR
5.2).REFRENTAR
5.3).CILINDRAR Ø EXTERIOR
5.4).ALESAR
5.5).FRESAR CHAVETERO
5.6).FRESAR DIENTES
5.7).CHAFLANES",19619
FBREP,358,TORN4,TORNEAR4,3,"SEGMENTOS:
8.1)MONTAR EN EL PLATO
8.2)ALESAR Ø INTERIOR Y CAJA 
8.3)CILINDRAR Ø EXTERIÓR
8.4)CHAFLANAR
8.5)MARCAR  SEGMENTOS CON NUMERACIÓN CON MARCADOR METALICO

COMPLETO:
8.6)ALESAR Ø INTERIOR Y CAJA 
8.7)PERFORAR
8.8)CILINDRAR Ø EXTERIÓR
8.9)CHAFLANAR
",30573114-3
FBREP,447,TORN4,TORNEAR4,3,"2.1).CENTRAR
2.2).REFRENTAR
2.3).CILINDRAR
2.4).AJUSTAR LONGITUD
2.5).DAR AJUSTE
2.6).FRESAR CHAVETAS
2.7).PERFORAR
",1000278461
FBREP,431,TORN4,TORNEAR4,3,"2.1).CENTRAR
2.2).REFRENTAR
2.3).CILINDRAR
2.4).AJUSTAR LONGITUD
2.5).DAR AJUSTE
2.6).FRESAR CHAVETAS
2.7).PERFORAR
",1000278461
FBREP,300,TORN4,TORNEAR4,2,"SEGMENTOS:
5.1).MONTAR EN EL PLATO
5.2).ALESAR Ø INTERIOR Y CAJA 
5.3).CILINDRAR Ø EXTERIÓR 
5.4).AVELLANAR
5.5).MARCAR  SEGMENTOS CON NUMERACIÓN CON MARCADOR METALICO

COMPLETO:
5.1).ALESAR Ø INTERIOR Y CAJA 
5.2).PERFORAR
5.3).AVELLANAR
5.4).HACER PROYECCIÓN DE CORTE  ANTES DE BAJAR DEL TORNO.
",PD0002111A
FBREP,304,TORN4,TORNEAR4,5,"SEGMENTOS:
8.1)MONTAR EN EL PLATO
8.2)ALESAR Ø INTERIOR Y CAJA 
8.3)CILINDRAR Ø EXTERIÓR
8.4)CHAFLANAR
8.5)MARCAR  SEGMENTOS CON NUMERACIÓN CON MARCADOR METALICO

COMPLETO:
8.6)ALESAR Ø INTERIOR Y CAJA 
8.7)PERFORAR
8.8)CILINDRAR Ø EXTERIÓR
8.9)CHAFLANAR",83094
FBREP,359,TORN4,TORNEAR4,4,"SEGMENTOS:
8.1)MONTAR EN EL PLATO
8.2)ALESAR Ø INTERIOR Y CAJA 
8.3)CILINDRAR Ø EXTERIÓR
8.4)CHAFLANAR
8.5)MARCAR  SEGMENTOS CON NUMERACIÓN CON MARCADOR METALICO

COMPLETO:
8.6)ALESAR Ø INTERIOR Y CAJA 
8.7)PERFORAR
8.8)CILINDRAR Ø EXTERIÓR
8.9)CHAFLANAR
",6352045180
FBREP,130,ENSA,ENSAMBLAR,1,INCLUIR ELEMENTOS FALTANTE POR ENSAMBLAR.,PD00158828
FBREP,227,ENSA,ENSAMBLAR,1,"ENSAMBLE PASO
 ADITAMENTO:
2.1).BUJE A PLATINA PIN ACOD-90°.
2.2).PLATINA CABEZA  ACOD-90°(TAPA)

",PD0002129
FBREP,483,ENSA,ENSAMBLAR,1,"ENSAMBLE PASO INTERNO

1.1).BUJES A PLATINAS INTERNAS.
1.2).PLATINAS INTERNAS (TAPA).",30586248A2
FBREP,97,ENSA,ENSAMBLAR,1,VERIFICAR TODOS LOS COMPONENTES,PD016002
FBREP,174,ENSA,ENSAMBLAR,2,"ENSAMBLE PASO INTERNO
1.1).BUJE A PLATINA INTERNA
1.2).PLATINA INTERNA (TAPA)",PD0001635
FBREP,101,ENSA,ENSAMBLAR,2,ARMAR Y PUNTEAR,037704
FBREP,8,ENSA,ENSAMBLAR,1,"VERIFICAR QUE ESTEN TODAS LAS PIEZAS

",1058931
FBREP,107,ENSA,ENSAMBLAR,1,"ENSAMBLE PASO INTERIOR

1.BUJE A PLATINA INTERNA 
2.RODILLO A BUJE

3.PLATINA INTERNA (TAPA)",PD0001920
FBREP,49,ENSA,ENSAMBLAR,4,"ENSAMBLE PASO

1.BUJE A PTNA PIN

2.PTNA CAB (TAPA)",1480738
FBREP,424,ENSA,ENSAMBLAR,1,"ENVIAR _____ TRAMO(S) DE ______PASOS 

ENVIAR _____ TRAMO(S) DE ______PASOS 

_____PASADOR EMPALME 

_____PIN EMPALME ",PD0002581
FBREP,332,ENSA,ENSAMBLAR,3,"ENSAMBLE PASO ACOD SENCILLO:
BUJE A PLATINA PIN
PLATINA CABEZA (TAPA) A BUJE
",54987-1
FBREP,98,ENSA,ENSAMBLAR,2,VERIFICAR CON GALGA,5860012237
FBREP,213,ENSA,ENSAMBLAR,4,SOLO HASTA DIAMETROS DE  1 1/2,412201
FBREP,292,ENSA,ENSAMBLAR,7,"ENSAMBLE PASO ACODADO  ADITAMENTO A42:

2.1).BUJE A PLATINA CABEZA(TAPA)
2.2).RODILLO A BUJE
2.3).PLATINA 
PIN ADIT A-42 (TAPA)",1ACI000004
FBREP,305,ENSA,ENSAMBLAR,2,"BUJE A PTNA ACODADA CAB
PTNA ACODADA PIN (TAPA)

-BUJE A PTNA INT SOLD
-PTNA INT SOLD (TAPA)

NOTA: APLICAR SILICONA PARA 150°C (VER DETALLE)

-",1ACI000000
FBREP,1,ENSA,ENSAMBLAR,1,VERIFICAR COMPONENTES,1ARU000001
FBREP,393,ENSA,ENSAMBLAR,1,"ENSAMBLE PASO INTERNO

1.1).ENSAMBLAR BUJES A PTNA INT
1.2).ENSAMBLAR RODILLOS A BUJES
1.3).PTNA INT ADIT-SOLD (TAPA)",PD0002538
FBREP,144,ENSA,ENSAMBLAR,1,"SOLO HASTA DIAMETRO DE 1 1/2""",PD0001955
FBREP,122,ENSA,ENSAMBLAR,1,SELECIONAR  COMPONENTES REQUERIDOS PARA EL ENSAMBLE DE LA COMPUERTA INSPECCION TIPO A.,PD0001588A
FBREP,165,FORJ,FORJAR,1,APLASTAR CABEZA,30301439E
FBREP,62,FORJ,FORJAR,1,"MPC=20
 P
RECOGER

MOLDE Nº H-22 DIE-SET1700


ESTAMPAR

MOLDE H91 DIE-SET1700 


-SALE  SOBREDIMENSIONADO

",1480738F
FBREP,400,FORJ,FORJAR,4,"•MPC=21
•MOLDE=H-101
•LA CABEZA DEL PASADOR DEBE SALIR CON DIMENSIONES FINALES.",PD0001953A
FBREP,98,FORJ,FORJAR,2,"- DATOS DEL RECOGIDO:
TOPE 94 H155 1600

PRIMER RECOGIDO
S
EGUNDO RECOGIDO


-DATOS DEL DOBLEZ:
H155 1600

PRIMER DOBLEZ

SEGUNDO DOBLEZ",5860012237
FBREP,155,FORJ,FORJAR,1,APLASTAR CABEZA,PD0001635F
FBREP,345,FORJ,FORJAR,4,"MPC=21

MOLDE H-45 DIE SET 1600


LOS ACEROS AL CARBONO O ALEADOS SE ENFRIAN AL AIRE, SE PONEN UNO AL LADO DEL OTRO TRATANDO DE LOGRAR UNA HOMOGENIZACION, PERO IGUAL HAY QUE NORMALIZAR.
",26084B
