ConsecutivoOP,ConsecPedido,Cliente,NombCliente,Producto,NombProducto,FechElab,Proceso,Version,FechEntregaPdcc,FechEntregaClte,OCCliente,QtyRequerida,Actividad,QtyControl,RecMAQ,RecHOM,SecAct,FechEstInicil,estado,TipoConsecutivo,Fecha de visita,Empresa,Planta,País,Ciudad,Tipo de equipo,Orden de compra,Pedido N°,Fecha de instalación de la cadena,Material,Referencia equipo,Causa de desgaste,"Si escogió otros, cuál?",Escoja el desgaste donde se presenta,Tipo de cadena,Referencia cadena,Medida referencia de control desgaste nueva en mm (CADENA),Medida referencia control de desgaste actual en mm (CADENA),Porcentaje de elongación actual % (CADENA),Porcentaje de elongación máx % (CADENA),Proyección en horas de operación restantes (H) (CADENA),Medida sin desgaste en mm (BUJE),Medida actual en mm1 (BUJE),Porcentaje de desgaste actual % (BUJE),Medida sin desgaste en mm1 (PASADOR),Medida actual en mm (PASADOR),Medida sin desgaste en mm2 (RODILLO),Medida actual en mm2 (RODILLO),Altura de la platina en mm,Medida actual de la platina en mm (PLATINA),Paso en mm,Cantidad de pasos (Muestra),"Recomendaciones

"
65004,26425,860009808,HOLCIM (COLOMBIA) S.A.,30321162E,BUJE ØE50XØI32.55X74.05 EC,7/27/2021 15:59,30321162E,1,,5/24/2021 0:00,4530309439,232,TORN,0,TORNOS,MECANIZADO,2,5/20/2021 0:00,FI,FBORP,4/28/2022,HOLCIM,NOBSA,COLOMBIA,BOYACA,Reclamador y apilador,4530309439,26425,12/12/2021,PIEDRA CALIZA,RECLAMADOR 311 TK1,Elongación prematura;Otros,COLISIÓN CON GUÍAS,Platina Interna;Platina Externa;Rodillo,CDNA FB 311-TK1-C2-P250,FB425,,,,,,100.05,97.75,2.30,2.30,,,,,,,,"- El resultado obtenido del cálculo de elongación (imagen 4) indica que la cadena Fb-425 hasta el día 15/03/22 en 2160 Horas de operación aproximadas tiene un porcentaje de desgaste de 0.12%. Para esta cadena FB recomienda un porcentaje de elongación máximo de 1.6%.   En fundamento de los resultados, se infiere que la cadena no presenta un desgaste prematuro o excesivo entre buje y pasador.  - Los rodillos inspeccionados, presentan una huella de desgaste acelerado en correlación a las horas de operación. Los resultados en el cálculo de desgaste del rodillo (imagen 5) entregan un porcentaje de desgaste del 2.30%, donde el desgaste máximo en porcentaje de 6.47%. Si bien el desgaste calculado no supera el máximo sugerido, en las horas que lleva de operación se debiera tener un desgaste aproximado del 0.46%  - Se recomienda planear parada para realizar inspección detallada del equipo: cadena, guías, sprocket, etc., y, determinar si el desgaste encontrado en los rodillos pertenece a una causa puntual o patrón que afecta a todo el conjunto de rodillos. Este paro es necesario para hallar causas raíz.   - Se recomienda gestionar el traslado de los tramos de cadena desensamblados a instalaciones de FB para realizar análisis mas detallado.  - Se consideran a continuación las siguientes hipótesis como fuente del desgaste acelerado de los rodillos:  a)	Constante colisión del rodillo a la entrada de las guías desgaste; es decir, el fenómeno se presenta cuando la cadena sale del sprocket hacia la guía y no se da un contacto de entrada suave. Este fenómeno sucede en los módulos tensor y motriz.  b)	En alguna sección de las guías de desgaste se hallan escalas, reducciones de área que no permitan la rodadura o movimiento del rodillo.  c)	En las secciones de las guías de desgaste, sprocket-eje se halla algún tipo desnivel ocasionado la restricción del movimiento al rodillo."
58245,24723,860009808,HOLCIM (COLOMBIA) S.A.,30351506,"CDNA FB-984 ADIT K443-C2-P7""",12/30/2019 18:49,30351506,1,,1/15/2020 0:00,4530307685,133.5,PINA,0,BANCO DE TRABAJO ENSAMBLE,FORJADO,4,12/13/2019 0:00,FI,FBORP,7/27/2021,HOLCIM COLOMBIA,HOLCIM COLOMBIA - NOBSA,COLOMBIA,NOBSA,Elevador cangilones,4530307685,24723,7/27/2021,CLINKER,ELEVADOR DE CANGILONES 533-EC1,Medidas fuera de especificación,,Platina Interna;Pasador cadena,"CDNA FB 984 ADIT K443-C2-P7""",FB 984 ,,12.6,0.88,1.23,9988,,,,,,,,,,,,
78008,30020,CAP821208LQ3,HOLCIM MEXICO OPERACIONES S.A. DE C.V,30391261D,BUJE ØE63.5XØI35.6X140.5 EC,10/20/2023 8:10,30391261D,2,,09/06/2023 00:00,8400005594,378,RECT,0,RECTIFICADORA,MECANIZADO,7,09/07/2023 00:00,FI,FBORP,03/10/2023,HOLCIM,TECOMÁN,MEXICO,COLIMA,Elevador cangilones,8400005594,30020,,CEMENTO,ELEVADOR 552EC1,Cavitación seca,,Buje cadena,"CDNA ELEVADOR FB 984-K443-C2-P7""",FB 984,,,,,,63.5,63.2,0.47,0.47,,,,,,,,"Se recomienda realizar seguimiento del material acumulado en la bota, durante la inspección de los elevadores se observa gran cantidad de material acumulado en estos módulos. Un alto nivel de material en el módulo tensor se traduce a un desgaste acelerado de los componentes (cadena, cangilones)."
78008,30020,CAP821208LQ3,HOLCIM MEXICO OPERACIONES S.A. DE C.V,30391261D,BUJE ØE63.5XØI35.6X140.5 EC,10/20/2023 8:10,30391261D,2,,09/06/2023 00:00,8400005594,378,REVE,0,HORNO DE TT,TRATAMIENTOS TERMICOS,5,09/07/2023 00:00,FI,FBORP,03/10/2023,HOLCIM,TECOMÁN,MEXICO,COLIMA,Elevador cangilones,8400005594,30020,,CEMENTO,ELEVADOR 552EC1,Cavitación seca,,Buje cadena,"CDNA ELEVADOR FB 984-K443-C2-P7""",FB 984,,,,,,63.5,63.2,0.47,0.47,,,,,,,,"Se recomienda realizar seguimiento del material acumulado en la bota, durante la inspección de los elevadores se observa gran cantidad de material acumulado en estos módulos. Un alto nivel de material en el módulo tensor se traduce a un desgaste acelerado de los componentes (cadena, cangilones)."
65014,26425,860009808,HOLCIM (COLOMBIA) S.A.,30321184B,BUJE ØE35XØI21X41,7/27/2021 12:14,30321184B,1,,5/24/2021 0:00,4530309439,24,TORN,0,TORNOS,MECANIZADO,2,5/21/2021 0:00,FI,FBORP,4/28/2022,HOLCIM,NOBSA,COLOMBIA,BOYACA,Reclamador y apilador,4530309439,26425,12/12/2021,PIEDRA CALIZA,RECLAMADOR 311 TK1,Elongación prematura;Otros,COLISIÓN CON GUÍAS,Platina Interna;Platina Externa;Rodillo,CDNA FB 311-TK1-C2-P250,FB425,,,,,,100.05,97.75,2.30,2.30,,,,,,,,"- El resultado obtenido del cálculo de elongación (imagen 4) indica que la cadena Fb-425 hasta el día 15/03/22 en 2160 Horas de operación aproximadas tiene un porcentaje de desgaste de 0.12%. Para esta cadena FB recomienda un porcentaje de elongación máximo de 1.6%.   En fundamento de los resultados, se infiere que la cadena no presenta un desgaste prematuro o excesivo entre buje y pasador.  - Los rodillos inspeccionados, presentan una huella de desgaste acelerado en correlación a las horas de operación. Los resultados en el cálculo de desgaste del rodillo (imagen 5) entregan un porcentaje de desgaste del 2.30%, donde el desgaste máximo en porcentaje de 6.47%. Si bien el desgaste calculado no supera el máximo sugerido, en las horas que lleva de operación se debiera tener un desgaste aproximado del 0.46%  - Se recomienda planear parada para realizar inspección detallada del equipo: cadena, guías, sprocket, etc., y, determinar si el desgaste encontrado en los rodillos pertenece a una causa puntual o patrón que afecta a todo el conjunto de rodillos. Este paro es necesario para hallar causas raíz.   - Se recomienda gestionar el traslado de los tramos de cadena desensamblados a instalaciones de FB para realizar análisis mas detallado.  - Se consideran a continuación las siguientes hipótesis como fuente del desgaste acelerado de los rodillos:  a)	Constante colisión del rodillo a la entrada de las guías desgaste; es decir, el fenómeno se presenta cuando la cadena sale del sprocket hacia la guía y no se da un contacto de entrada suave. Este fenómeno sucede en los módulos tensor y motriz.  b)	En alguna sección de las guías de desgaste se hallan escalas, reducciones de área que no permitan la rodadura o movimiento del rodillo.  c)	En las secciones de las guías de desgaste, sprocket-eje se halla algún tipo desnivel ocasionado la restricción del movimiento al rodillo."
65434,26765,860009808,HOLCIM (COLOMBIA) S.A.,30351506D,PTNA EXT ADIT16X122.2X271 -90°,7/29/2021 8:27,30351506D,2,07/02/2021 00:00,08/03/2021 00:00,4530313020,60,MECA1,0,CDM CADENAS ,MECANIZADO,11,07/02/2021 00:00,FI,FBORP,12/05/2022,HOLCIM,NOBSA,COLOMBIA,BOYACA,Elevador cangilones,4530313020,26765,7/27/2021,CLINKER,ELEVADOR D CANGILONES 533-EC1,Elongación prematura;Desalineación;Otros,DESGASTE DE GUIAS,Platina Interna;Pasador cadena,"CDNA FB984-ADITK443-C2-P7""",FB984,,,,,,,,,,,,,102,101,177.8,6,"?	La proyección de la vida útil por elongación (0.36%)es de aproximadamente 37.000 horas. ?	En el próximo recorte de cadena se recomienda enviar a los pasos bajados a Forjas Bolívar para realizar un análisis mas detallado y proyectar con mas exactitud la vida útil. ?	Los bujes NO presentan desgaste. ?	Pasador con desgaste moderado para el tiempo de funcionamiento y no evidencia un desgaste alarmante por causas de mala operación del equipo o material muy abrasivo. ?	Se debe cambiar las guías del sistema de tensión lo masa pronto posible, presenta desgaste alarmante. ?	Se recomienda revisar la alineación del equipo para evitar que se sigan desgastando las platinas internas de la cadena y corregir problemas en el sistema de tensión."
65434,26765,860009808,HOLCIM (COLOMBIA) S.A.,30351506D,PTNA EXT ADIT16X122.2X271 -90°,7/29/2021 8:27,30351506D,2,07/02/2021 00:00,08/03/2021 00:00,4530313020,60,MARC,0,MARCADORAS,MECANIZADO,14,07/02/2021 00:00,FI,FBORP,12/05/2022,HOLCIM,NOBSA,COLOMBIA,BOYACA,Elevador cangilones,4530313020,26765,7/27/2021,CLINKER,ELEVADOR D CANGILONES 533-EC1,Elongación prematura;Desalineación;Otros,DESGASTE DE GUIAS,Platina Interna;Pasador cadena,"CDNA FB984-ADITK443-C2-P7""",FB984,,,,,,,,,,,,,102,101,177.8,6,"?	La proyección de la vida útil por elongación (0.36%)es de aproximadamente 37.000 horas. ?	En el próximo recorte de cadena se recomienda enviar a los pasos bajados a Forjas Bolívar para realizar un análisis mas detallado y proyectar con mas exactitud la vida útil. ?	Los bujes NO presentan desgaste. ?	Pasador con desgaste moderado para el tiempo de funcionamiento y no evidencia un desgaste alarmante por causas de mala operación del equipo o material muy abrasivo. ?	Se debe cambiar las guías del sistema de tensión lo masa pronto posible, presenta desgaste alarmante. ?	Se recomienda revisar la alineación del equipo para evitar que se sigan desgastando las platinas internas de la cadena y corregir problemas en el sistema de tensión."
44941,20561,891401705,INGENIO RISARALDA S.A.,1012822,"CDNA WH-132 P 6.05"" REMACHADA",6/28/2017 11:07,1012822,7,,6/24/2017 0:00,3620161243,144,VERI,0, , ,2,6/22/2017 0:00,FI,FBORP,05/08/2017,INGENIO RISARALDA,RISARALDA,COLOMBIA,BALBOA,Tansportador de tablilla,3620161243,20561,9/22/2016,CAÑA,CONDUCTOR DE CAÑA N°3,Falta de lubricación,,Buje cadena,"CDNA WH 132 PASO 6.05"" REMACHADA",WH 132 ,,,4,2,2832,,,,,,,,,,,,"Los soportes en las tablillas presentan un desgaste de 11mm en los puntos máximos. Se deben revisar las guías por donde se desplazan, estas  guías deben estar en buen estado y sin rastras de soldadura, bien pulidas para la durabilidad de estos soportes, los soportes todavía aguantan más desgaste y este afecta directamente es el setting en los martillos, la planta debe determinar hasta qué punto es viable."
63291,25961,890100251,CEMENTOS ARGOS S.A.,7100010-104,CDNA ELEV FB 26200-G4-C2-P200,2/25/2021 16:26,7100010104,1,,2/26/2021 0:00,4500851747,1,ENSA2,0,PRENSA PLATINAS,FORJADO,3,12/29/2020 0:00,FI,FBORP,3/15/2023,ARGOS,PAZ DEL RIO,COLOMBIA,SOGAMOSO,Elevador cangilones,4500851747,25961,04/03/2021,HARINA CRUDA,SUBAKI BS450 HT ,Ruptura,,Platina Externa,CDNA ELEV FB 26200-G4-C2-P200,FB 26200,,,0.5,2,57600,,,,,,,,,,,,"La inspección de la cadena del elevador se realizó en el módulo motriz, módulo tensor y por la compuerta de un módulo intermedio y se giró la cadena en tres ocasiones y no se encontró platinas fisuradas, tornillos aflojados u algún otro elemento en mal estado salvo algunas tapas laterales de los cangilones dobladas hacia adentro"
63244,26046,890100251,CEMENTOS ARGOS S.A.,1018018,"CDNA FB 864-K443-C2-P7""",1/29/2021 18:21,1018018,2,01/07/2021 00:00,1/20/2021 0:00,4500851751:,1,PROT,0,TANQUE DE PROTECCIÓN,PRODUCTO TERMINADO,5,12/22/2020 0:00,FI,FBORP,2/21/2022,ARGOS,PAZ DEL RIO,COLOMBIA,BOYACA,Elevador cangilones,4500851751,26046,01/07/2020,CEMENTO,ELEVADOR DE CEMENTO #1,,TIEMPO DE TRABAJO,Platina Interna;Buje cadena;Pasador cadena,"CDNA FB 864-K443-C2-P7""",FB 864,177.8,178.47,0.38,2.2,,,,,,,,,,,,,Los desgastes son menores teniendo en cuenta las horas trabajadas y los aditivos del material transportado. Los desgastes menores observados en las platinas tampoco son alarmantes son normales ya que por motivos de carga de material y la misma velocidad de trabajo las platinas internas en algún momento rozan los segmentos de ruedas lisas.
67141,27380,860009808,HOLCIM (COLOMBIA) S.A.,30321162J,PTNA INT ADIT 9.5X152X349-SOLD,11/30/2021 19:12,30321162J,2,11/07/2021 00:00,11/29/2021 0:00,E-MAIL 02/11/2021,116,SOLD,0,SOLDADORES GMAW,SOLDADURA,2,11/04/2021 00:00,FI,FBORP,12/05/2022,HOLCIM,BOYACA,COLOMBIA,BOYACA,Reclamador y apilador,,27380,12/12/2021,PIEDRA CALIZA,RECLAMADOR,Elongación prematura;Otros,EXCESIVA TENSION,Platina Externa;Buje cadena;Rodillo,CDNA FB311-TK1-C2-P250,FB311,,,,,,,,,,,,,81,350,250,6,"?	Elongación de la cadena Cadena con porcentaje de elongación promedio 0.47% de una elongación máxima de 2%. en términos generales 1/4"" parte de la elongación máxima. Si proyectamos la vida útil por la elongación se proyecta una vida útil de 4 años. ?	Desgaste del rodillo. Rodillo diámetro nuevo= 100mm, actualmente en promedio tiene un desgaste diámetro de 98mm, el desgaste máximo mínimo del rodillo es de 94mm. Por este desgaste se proyecta una vida útil de 3 años. ?	Se detectan rodillos con caras planas, con un desgate que llega hasta 10mm en la cara plana, se recomienda cambiar lo mas pronto posible esos rodillos con car5as planas. (hasta el momento no se determina la causa de las caras planas de los rodillos los cuales esta causada porque las ruedas están bloqueadas en el giro, para determinar la causa hay que bajar un paso de cadena con ruedas pegadas y analizar). ?	Se evidencian guías en buen estado. ?	Se evidencia excesiva tensión (se recomienda des tensionar mínimo 10mm para evitar los desgastes acelerados en la elongación de la cadena, la rueda lisa y sprockets. ?	Se encuentran varias hojas reclamadoras con los tornillos de sujeción a la cadena flojos que permiten movimiento y por ende fatiga en tornillos con la posibilidad de que fallen por corte y una hoja reclamadora suelta cause un daño mayor en el equipo."
67131,27380,860009808,HOLCIM (COLOMBIA) S.A.,30321162,CDNA FB 311-TK1-C2-P250,11/30/2021 19:15,30321162,2,11/07/2021 00:00,11/29/2021 0:00,E-MAIL 02/11/2021,1,PINA,0,EQUIPO DE OXIACETILENO,ENSAMBLE,6,11/04/2021 00:00,FI,FBORP,12/05/2022,HOLCIM,BOYACA,COLOMBIA,BOYACA,Reclamador y apilador,,27380,12/12/2021,PIEDRA CALIZA,RECLAMADOR,Elongación prematura;Otros,EXCESIVA TENSION,Platina Externa;Buje cadena;Rodillo,CDNA FB311-TK1-C2-P250,FB311,250,251.17,0.47,2,34000,,,,,,,,,,,,"?	Elongación de la cadena Cadena con porcentaje de elongación promedio 0.47% de una elongación máxima de 2%. en términos generales 1/4"" parte de la elongación máxima. Si proyectamos la vida útil por la elongación se proyecta una vida útil de 4 años. ?	Desgaste del rodillo. Rodillo diámetro nuevo= 100mm, actualmente en promedio tiene un desgaste diámetro de 98mm, el desgaste máximo mínimo del rodillo es de 94mm. Por este desgaste se proyecta una vida útil de 3 años. ?	Se detectan rodillos con caras planas, con un desgate que llega hasta 10mm en la cara plana, se recomienda cambiar lo mas pronto posible esos rodillos con car5as planas. (hasta el momento no se determina la causa de las caras planas de los rodillos los cuales esta causada porque las ruedas están bloqueadas en el giro, para determinar la causa hay que bajar un paso de cadena con ruedas pegadas y analizar). ?	Se evidencian guías en buen estado. ?	Se evidencia excesiva tensión (se recomienda des tensionar mínimo 10mm para evitar los desgastes acelerados en la elongación de la cadena, la rueda lisa y sprockets. ?	Se encuentran varias hojas reclamadoras con los tornillos de sujeción a la cadena flojos que permiten movimiento y por ende fatiga en tornillos con la posibilidad de que fallen por corte y una hoja reclamadora suelta cause un daño mayor en el equipo."
67136,27380,860009808,HOLCIM (COLOMBIA) S.A.,30321162E,BUJE ØE50XØI32.55X74.05 EC,11/30/2021 19:04,30321162E,2,11/07/2021 00:00,11/29/2021 0:00,E-MAIL 02/11/2021,232,TORN1,0,TORNOS CADENAS,MECANIZADO,2,11/04/2021 00:00,FI,FBORP,12/05/2022,HOLCIM,BOYACA,COLOMBIA,BOYACA,Reclamador y apilador,,27380,12/12/2021,PIEDRA CALIZA,RECLAMADOR,Elongación prematura;Otros,EXCESIVA TENSION,Platina Externa;Buje cadena;Rodillo,CDNA FB311-TK1-C2-P250,FB311,,,,,,100,98,2.00,2.00,,,,,,,,"?	Elongación de la cadena Cadena con porcentaje de elongación promedio 0.47% de una elongación máxima de 2%. en términos generales 1/4"" parte de la elongación máxima. Si proyectamos la vida útil por la elongación se proyecta una vida útil de 4 años. ?	Desgaste del rodillo. Rodillo diámetro nuevo= 100mm, actualmente en promedio tiene un desgaste diámetro de 98mm, el desgaste máximo mínimo del rodillo es de 94mm. Por este desgaste se proyecta una vida útil de 3 años. ?	Se detectan rodillos con caras planas, con un desgate que llega hasta 10mm en la cara plana, se recomienda cambiar lo mas pronto posible esos rodillos con car5as planas. (hasta el momento no se determina la causa de las caras planas de los rodillos los cuales esta causada porque las ruedas están bloqueadas en el giro, para determinar la causa hay que bajar un paso de cadena con ruedas pegadas y analizar). ?	Se evidencian guías en buen estado. ?	Se evidencia excesiva tensión (se recomienda des tensionar mínimo 10mm para evitar los desgastes acelerados en la elongación de la cadena, la rueda lisa y sprockets. ?	Se encuentran varias hojas reclamadoras con los tornillos de sujeción a la cadena flojos que permiten movimiento y por ende fatiga en tornillos con la posibilidad de que fallen por corte y una hoja reclamadora suelta cause un daño mayor en el equipo."
65434,26765,860009808,HOLCIM (COLOMBIA) S.A.,30351506D,PTNA EXT ADIT16X122.2X271 -90°,7/29/2021 8:27,30351506D,2,07/02/2021 00:00,08/03/2021 00:00,4530313020,60,CALE,0,61,FORJADO,4,07/02/2021 00:00,FI,FBORP,12/05/2022,HOLCIM,NOBSA,COLOMBIA,BOYACA,Elevador cangilones,4530313020,26765,7/27/2021,CLINKER,ELEVADOR D CANGILONES 533-EC1,Elongación prematura;Desalineación;Otros,DESGASTE DE GUIAS,Platina Interna;Pasador cadena,"CDNA FB984-ADITK443-C2-P7""",FB984,,,,,,,,,,,,,102,101,177.8,6,"?	La proyección de la vida útil por elongación (0.36%)es de aproximadamente 37.000 horas. ?	En el próximo recorte de cadena se recomienda enviar a los pasos bajados a Forjas Bolívar para realizar un análisis mas detallado y proyectar con mas exactitud la vida útil. ?	Los bujes NO presentan desgaste. ?	Pasador con desgaste moderado para el tiempo de funcionamiento y no evidencia un desgaste alarmante por causas de mala operación del equipo o material muy abrasivo. ?	Se debe cambiar las guías del sistema de tensión lo masa pronto posible, presenta desgaste alarmante. ?	Se recomienda revisar la alineación del equipo para evitar que se sigan desgastando las platinas internas de la cadena y corregir problemas en el sistema de tensión."
65434,26765,860009808,HOLCIM (COLOMBIA) S.A.,30351506D,PTNA EXT ADIT16X122.2X271 -90°,7/29/2021 8:27,30351506D,2,07/02/2021 00:00,08/03/2021 00:00,4530313020,60,GRAN,0,GRANALLADORA,MECANIZADO,7,07/02/2021 00:00,FI,FBORP,12/05/2022,HOLCIM,NOBSA,COLOMBIA,BOYACA,Elevador cangilones,4530313020,26765,7/27/2021,CLINKER,ELEVADOR D CANGILONES 533-EC1,Elongación prematura;Desalineación;Otros,DESGASTE DE GUIAS,Platina Interna;Pasador cadena,"CDNA FB984-ADITK443-C2-P7""",FB984,,,,,,,,,,,,,102,101,177.8,6,"?	La proyección de la vida útil por elongación (0.36%)es de aproximadamente 37.000 horas. ?	En el próximo recorte de cadena se recomienda enviar a los pasos bajados a Forjas Bolívar para realizar un análisis mas detallado y proyectar con mas exactitud la vida útil. ?	Los bujes NO presentan desgaste. ?	Pasador con desgaste moderado para el tiempo de funcionamiento y no evidencia un desgaste alarmante por causas de mala operación del equipo o material muy abrasivo. ?	Se debe cambiar las guías del sistema de tensión lo masa pronto posible, presenta desgaste alarmante. ?	Se recomienda revisar la alineación del equipo para evitar que se sigan desgastando las platinas internas de la cadena y corregir problemas en el sistema de tensión."
65434,26765,860009808,HOLCIM (COLOMBIA) S.A.,30351506D,PTNA EXT ADIT16X122.2X271 -90°,7/29/2021 8:27,30351506D,2,07/02/2021 00:00,08/03/2021 00:00,4530313020,60,INSP,0,BANCO DE TRABAJO CALIDAD,CALIDAD,15,07/02/2021 00:00,FI,FBORP,12/05/2022,HOLCIM,NOBSA,COLOMBIA,BOYACA,Elevador cangilones,4530313020,26765,7/27/2021,CLINKER,ELEVADOR D CANGILONES 533-EC1,Elongación prematura;Desalineación;Otros,DESGASTE DE GUIAS,Platina Interna;Pasador cadena,"CDNA FB984-ADITK443-C2-P7""",FB984,,,,,,,,,,,,,102,101,177.8,6,"?	La proyección de la vida útil por elongación (0.36%)es de aproximadamente 37.000 horas. ?	En el próximo recorte de cadena se recomienda enviar a los pasos bajados a Forjas Bolívar para realizar un análisis mas detallado y proyectar con mas exactitud la vida útil. ?	Los bujes NO presentan desgaste. ?	Pasador con desgaste moderado para el tiempo de funcionamiento y no evidencia un desgaste alarmante por causas de mala operación del equipo o material muy abrasivo. ?	Se debe cambiar las guías del sistema de tensión lo masa pronto posible, presenta desgaste alarmante. ?	Se recomienda revisar la alineación del equipo para evitar que se sigan desgastando las platinas internas de la cadena y corregir problemas en el sistema de tensión."
63244,26046,890100251,CEMENTOS ARGOS S.A.,1018018,"CDNA FB 864-K443-C2-P7""",1/29/2021 18:21,1018018,2,01/07/2021 00:00,1/20/2021 0:00,4500851751:,1,ENSA1,0,PRENSA ENSAMBLES,FORJADO,2,12/22/2020 0:00,FI,FBORP,2/21/2022,ARGOS,PAZ DEL RIO,COLOMBIA,BOYACA,Elevador cangilones,4500851751,26046,01/07/2020,CEMENTO,ELEVADOR DE CEMENTO #1,,TIEMPO DE TRABAJO,Platina Interna;Buje cadena;Pasador cadena,"CDNA FB 864-K443-C2-P7""",FB 864,177.8,178.47,0.38,2.2,,,,,,,,,,,,,Los desgastes son menores teniendo en cuenta las horas trabajadas y los aditivos del material transportado. Los desgastes menores observados en las platinas tampoco son alarmantes son normales ya que por motivos de carga de material y la misma velocidad de trabajo las platinas internas en algún momento rozan los segmentos de ruedas lisas.
63244,26046,890100251,CEMENTOS ARGOS S.A.,1018018,"CDNA FB 864-K443-C2-P7""",1/29/2021 18:21,1018018,2,01/07/2021 00:00,1/20/2021 0:00,4500851751:,1,ENSA2,0,PRENSA ENSAMBLES,FORJADO,3,12/22/2020 0:00,FI,FBORP,2/21/2022,ARGOS,PAZ DEL RIO,COLOMBIA,BOYACA,Elevador cangilones,4500851751,26046,01/07/2020,CEMENTO,ELEVADOR DE CEMENTO #1,,TIEMPO DE TRABAJO,Platina Interna;Buje cadena;Pasador cadena,"CDNA FB 864-K443-C2-P7""",FB 864,177.8,178.47,0.38,2.2,,,,,,,,,,,,,Los desgastes son menores teniendo en cuenta las horas trabajadas y los aditivos del material transportado. Los desgastes menores observados en las platinas tampoco son alarmantes son normales ya que por motivos de carga de material y la misma velocidad de trabajo las platinas internas en algún momento rozan los segmentos de ruedas lisas.
76789,29830,4.31E+12,CEMENTO BAYANO S.A.,PD0002567B,PASADOR 22.2X19.70X127 PER,8/29/2023 8:49,PD0002567B,1,,5/29/2023 0:00,4522821655,690,CENT,0,CENTRADORAS Y CHAFLANADORAS,MECANIZADO,2,5/30/2023 0:00,FI,FBORP,05/11/2023,CEMEX,CALZADA LARGA,PANAMÁ,CAIMITILLO,Elevador cangilones,45223474408,29830,10/20/2022,COMBUSTIBLES ALTERNOS,Elevador de alternos RDF 898-09,Velocidad incorrecta;Desalineación,,Pasador cadena,CDNA FB 833-K2-C3-P6,FB 833,,,,,,,,,19.05,16.05,,,,,,,Los pasadores de la cadena tienen una dureza superficial y de núcleo entre 46-53 HRC esto los hace muy frágiles y ante cualquier entalle en la superficie sumado al esfuerzo de flexión que están sometidos durante el trabajo fallan por fragilidad .Una velocidad lineal de (1.88 ?????) es demasiado alta para un elevador de cadena de platinas. Se evidencia en el módulo de bota del elevador una huella en el chasis de la maquina parte interna producto de que en su momento hubo roce del cangilón lo cual indica desalineación de los sprocket.
76789,29830,4.31E+12,CEMENTO BAYANO S.A.,PD0002567B,PASADOR 22.2X19.70X127 PER,8/29/2023 8:49,PD0002567B,1,,5/29/2023 0:00,4522821655,690,INSP,0,BANCO DE TRABAJO CALIDAD,CALIDAD,9,5/30/2023 0:00,FI,FBORP,05/11/2023,CEMEX,CALZADA LARGA,PANAMÁ,CAIMITILLO,Elevador cangilones,45223474408,29830,10/20/2022,COMBUSTIBLES ALTERNOS,Elevador de alternos RDF 898-09,Velocidad incorrecta;Desalineación,,Pasador cadena,CDNA FB 833-K2-C3-P6,FB 833,,,,,,,,,19.05,16.05,,,,,,,Los pasadores de la cadena tienen una dureza superficial y de núcleo entre 46-53 HRC esto los hace muy frágiles y ante cualquier entalle en la superficie sumado al esfuerzo de flexión que están sometidos durante el trabajo fallan por fragilidad .Una velocidad lineal de (1.88 ?????) es demasiado alta para un elevador de cadena de platinas. Se evidencia en el módulo de bota del elevador una huella en el chasis de la maquina parte interna producto de que en su momento hubo roce del cangilón lo cual indica desalineación de los sprocket.
63189,26033,891300241,MANUELITA S.A,1ACI010005,PASADOR 44.4X41X296.9 CP/RAN,2/26/2021 17:29,1ACI010005,4,1/18/2021 0:00,02/05/2021 00:00,3300190163:,664,MECA1,0,CENTRO DE MECANIZADO,MECANIZADO,6,12/17/2020 0:00,FI,FBORP,5/30/2023,INGENIO MANUELITA,COLOMBIA,COLOMBIA,CALI,Tansportador de tablilla,3300190163,26033,,CAÑA,CONDUCTOR DE CAÑA,,Tiempo de uso,N/A;Pasador cadena,"CDNA FB 2648-P12""",FB 2648,,,,,,,,,36.95,35.2,,,,,,,"La silla platina es el elemento más deteriorado de la cadena, el cual se ha estado fisurando en la parte lateral donde se presenta las perforaciones  Ingenio manuelita colocó una lámina en forma de U para reforzar la silla platina y evitar el desprendimiento de esta.  La soldadura colocada entre el refuerzo y la silla platina presenta deterioro en algunos elementos."
63180,26033,891300241,MANUELITA S.A,1ACI020003,BUJE 90X69X98 FOR-T0,2/26/2021 18:02,1ACI020003,2,1/28/2021 0:00,02/05/2021 00:00,3300190163:,664,CALE,0,61,FORJADO,3,12/17/2020 0:00,FI,FBORP,5/30/2023,INGENIO MANUELITA,COLOMBIA,COLOMBIA,CALI,Tansportador de tablilla,3300190163,26033,,CAÑA,CONDUCTOR DE CAÑA,,Tiempo de uso,N/A;Pasador cadena,"CDNA FB 2648-P12""",FB 2648,,,,,,,,,,,,,,,,,"La silla platina es el elemento más deteriorado de la cadena, el cual se ha estado fisurando en la parte lateral donde se presenta las perforaciones  Ingenio manuelita colocó una lámina en forma de U para reforzar la silla platina y evitar el desprendimiento de esta.  La soldadura colocada entre el refuerzo y la silla platina presenta deterioro en algunos elementos."
